Mod:Item:MetaData, Localized Name
alchemistry:ingot:65, Terbium Ingot
alchemistry:ingot:66, Dysprosium Ingot
alchemistry:ingot:67, Holmium Ingot
alchemistry:ingot:68, Erbium Ingot
alchemistry:ingot:69, Thulium Ingot
alchemistry:ingot:70, Ytterbium Ingot
alchemistry:ingot:71, Lutetium Ingot
alchemistry:ingot:72, Hafnium Ingot
alchemistry:ingot:73, Tantalum Ingot
alchemistry:ingot:74, Tungsten Ingot
alchemistry:ingot:75, Rhenium Ingot
alchemistry:ingot:76, Osmium Ingot
alchemistry:ingot:77, Iridium Ingot
alchemistry:ingot:78, Platinum Ingot
alchemistry:ingot:81, Thallium Ingot
alchemistry:ingot:82, Lead Ingot
alchemistry:ingot:83, Bismuth Ingot
alchemistry:ingot:84, Polonium Ingot
alchemistry:ingot:85, Astatine Ingot
alchemistry:ingot:87, Francium Ingot
alchemistry:ingot:88, Radium Ingot
alchemistry:ingot:89, Actinium Ingot
alchemistry:ingot:90, Thorium Ingot
alchemistry:ingot:91, Protactinium Ingot
alchemistry:ingot:92, Uranium Ingot
alchemistry:ingot:93, Neptunium Ingot
alchemistry:ingot:94, Plutonium Ingot
alchemistry:ingot:95, Americium Ingot
alchemistry:ingot:96, Curium Ingot
alchemistry:ingot:97, Berkelium Ingot
alchemistry:ingot:98, Californium Ingot
alchemistry:ingot:99, Einsteinium Ingot
alchemistry:ingot:100, Fermium Ingot
alchemistry:ingot:101, Mendelevium Ingot
alchemistry:ingot:102, Nobelium Ingot
alchemistry:ingot:103, Lawrencium Ingot
alchemistry:ingot:104, Rutherfordium Ingot
alchemistry:ingot:105, Dubnium Ingot
alchemistry:ingot:106, Seaborgium Ingot
alchemistry:ingot:107, Bohrium Ingot
alchemistry:ingot:108, Hassium Ingot
alchemistry:ingot:109, Meitnerium Ingot
alchemistry:ingot:110, Darmstadtium Ingot
alchemistry:ingot:111, Roentgenium Ingot
alchemistry:ingot:112, Copernicium Ingot
alchemistry:ingot:113, Nihonium Ingot
alchemistry:ingot:114, Flerovium Ingot
alchemistry:ingot:115, Moscovium Ingot
alchemistry:ingot:116, Livermorium Ingot
alchemistry:ingot:117, Tennessine Ingot
alchemistry:ingot:118, Oganesson Ingot
alchemistry:periodic_diagram, Periodic Diagram
galacticraftcore:crude_oil_still, 原油
galacticraftcore:bucket_oil, 原油入りバケツ
galacticraftcore:fuel, 燃料
galacticraftcore:bucket_fuel, 燃料入りバケツ
galacticraftcore:landing_pad:0, Rocket Launch Pad
galacticraftcore:landing_pad:1, Buggy Fueling Pad
galacticraftcore:landing_pad_full, 発射台
galacticraftcore:unlit_torch, 松明
galacticraftcore:unlit_torch_lit, 松明
galacticraftcore:distributor, 酸素拡散機
galacticraftcore:collector, 酸素収集機
galacticraftcore:oxygen_compressor:0, Oxygen Compressor
galacticraftcore:oxygen_compressor:4, Oxygen Decompressor
galacticraftcore:sealer, 酸素密封機
galacticraftcore:oxygen_detector, 酸素センサー
galacticraftcore:aluminum_wire:0, Aluminum Wire
galacticraftcore:aluminum_wire:1, Heavy Aluminum Wire
galacticraftcore:aluminum_wire:2, Switchable Aluminum Wire
galacticraftcore:aluminum_wire:3, Switchable Heavy Aluminum Wire
galacticraftcore:fluid_pipe, 液体ケーブル
galacticraftcore:fluid_pipe_pull, 流体パイプ
galacticraftcore:refinery, リファイナリー
galacticraftcore:fuel_loader, 燃料給油機
galacticraftcore:cargo:0, Cargo Loader
galacticraftcore:cargo:4, Cargo Unloader
galacticraftcore:rocket_workbench, NASA作業台
galacticraftcore:compact_workbench, Compact NASA Workbench
galacticraftcore:basic_block_core:3, Tin Decoration Block
galacticraftcore:basic_block_core:4, Tin Wall Block
galacticraftcore:basic_block_core:5, Copper Ore
galacticraftcore:basic_block_core:6, Tin Ore
galacticraftcore:basic_block_core:7, Aluminum Ore
galacticraftcore:basic_block_core:8, Silicon Ore
galacticraftcore:basic_block_core:9, Copper Block
galacticraftcore:basic_block_core:10, Block of Tin
galacticraftcore:basic_block_core:11, Aluminum Block
galacticraftcore:basic_block_core:12, Solid Meteoric Iron
galacticraftcore:basic_block_core:13, Silicon Block
galacticraftcore:air_lock_frame:0, Air Lock Frame
galacticraftcore:air_lock_frame:1, Air Lock Controller
galacticraftcore:air_lock_seal, エアロックシール
galacticraftcore:space_glass_clear:0, Vacuum Glass (Clear)
galacticraftcore:space_glass_clear:1, Vacuum Glass (Clear)
galacticraftcore:space_glass_vanilla:0, Vacuum Glass
galacticraftcore:space_glass_vanilla:1, Vacuum Glass
galacticraftcore:space_glass_strong:0, Vacuum Glass (Strong)
galacticraftcore:space_glass_strong:1, Vacuum Glass (Strong)
galacticraftcore:magnetic_table, 磁気作業台
galacticraftcore:enclosed:14, Sealable Aluminum Wire
galacticraftcore:enclosed:15, Sealable Heavy Aluminum Wire
galacticraftcore:enclosed:1, Sealable Fluid Pipe
galacticraftcore:space_station_base, 宇宙ステーションの到着ブロック
galacticraftcore:parachest, パラシュートチェスト
galacticraftcore:solar:0, Basic Solar Panel
galacticraftcore:solar:4, Advanced Solar Panel
galacticraftcore:dishbase, アンテナ
galacticraftcore:machine:0, Coal Generator
galacticraftcore:machine:12, Compressor
galacticraftcore:machine2:0, Electric Compressor
galacticraftcore:machine2:4, Circuit Fabricator
galacticraftcore:machine2:8, Oxygen Storage Module
galacticraftcore:machine2:12, Deconstructor
galacticraftcore:machine3:0, Chromatic Applicator
galacticraftcore:machine_tiered:0, Energy Storage Module
galacticraftcore:machine_tiered:4, Electric Furnace
galacticraftcore:machine_tiered:8, Energy Storage Cluster
galacticraftcore:machine_tiered:12, Electric Arc Furnace
galacticraftcore:machine4:0, Advanced Compressor
galacticraftcore:panel_lighting:0, Lighting Panel (Square)
galacticraftcore:panel_lighting:1, Lighting Panel (Spotlight)
galacticraftcore:panel_lighting:2, Lighting Panel (Linear)
galacticraftcore:panel_lighting:3, Lighting Panel (Dark)
galacticraftcore:panel_lighting:4, Lighting Panel (Dark)
galacticraftcore:glowstone_torch, グロウストーントーチ
galacticraftcore:fallen_meteor, 隕石
galacticraftcore:basic_block_moon:0, Copper Ore
galacticraftcore:basic_block_moon:1, Tin Ore
galacticraftcore:basic_block_moon:2, Cheese Ore
galacticraftcore:basic_block_moon:3, Moon Dirt
galacticraftcore:basic_block_moon:4, Moon Rock
galacticraftcore:basic_block_moon:5, Moon Turf
galacticraftcore:basic_block_moon:6, Sapphire Ore
galacticraftcore:basic_block_moon:14, Moon Dungeon Brick
galacticraftcore:cheese, チーズブロック
galacticraftcore:spin_thruster, スピンスラスタ
galacticraftcore:view_screen, モニター
galacticraftcore:telemetry, 遠隔測定装置
galacticraftcore:arclamp, アークランプ
galacticraftcore:treasure_chest, 宝箱
galacticraftcore:fluid_tank, 流体タンク
galacticraftcore:boss_spawner, tile.boss_spawner.name
galacticraftcore:tin_stairs_1, スズ装飾階段
galacticraftcore:tin_stairs_2, スズ装飾階段
galacticraftcore:moon_stairs_stone, 月の石の階段
galacticraftcore:moon_stairs_brick, 月ダンジョンのレンガ階段
galacticraftcore:wall_gc:0, Tin Decoration Wall
galacticraftcore:wall_gc:1, Tin Decoration Wall
galacticraftcore:wall_gc:2, Moon Rock Wall
galacticraftcore:wall_gc:3, Moon Dungeon Brick Wall
galacticraftcore:wall_gc:4, Mars Cobblestone Wall
galacticraftcore:wall_gc:5, Mars Dungeon Brick Wall
galacticraftcore:slab_gc_half:0, Tin Decoration Slab
galacticraftcore:slab_gc_half:1, Tin Decoration Slab
galacticraftcore:slab_gc_half:2, Moon Rock Slab
galacticraftcore:slab_gc_half:3, Moon Dungeon Brick Slab
galacticraftcore:slab_gc_half:4, Mars Cobblestone Slab
galacticraftcore:slab_gc_half:5, Mars Dungeon Brick Slab
galacticraftcore:slab_gc_half:6, Dark Decoration Slab
galacticraftcore:slab_gc_double:0, tile.slab_gc_double.tin_slab_1.name
galacticraftcore:slab_gc_double:1, tile.slab_gc_double.tin_slab_2.name
galacticraftcore:slab_gc_double:2, tile.slab_gc_double.moon_slab.name
galacticraftcore:slab_gc_double:3, tile.slab_gc_double.moon_bricks_slab.name
galacticraftcore:slab_gc_double:4, tile.slab_gc_double.mars_slab.name
galacticraftcore:slab_gc_double:5, tile.slab_gc_double.mars_bricks_slab.name
galacticraftcore:slab_gc_double:6, tile.slab_gc_double.asteroids_slab.name
galacticraftcore:concealed_redstone, 隠しレッドストーンワイヤー
galacticraftcore:concealed_repeater_pow, tile.concealed_repeater_pow.name
galacticraftcore:concealed_repeater, 隠しレッドストーンリピーター
galacticraftcore:concealed_detector, プレイヤー検知器
galacticraftcore:platform, プラットフォーム
galacticraftcore:emergency_box:0, Emergency Post
galacticraftcore:emergency_box:1, Emergency Post (with Kit)
galacticraftcore:grating, 格子
galacticraftcore:rocket_t1:0, Tier 1 Rocket
galacticraftcore:rocket_t1:1, Tier 1 Rocket
galacticraftcore:rocket_t1:2, Tier 1 Rocket
galacticraftcore:rocket_t1:3, Tier 1 Rocket
galacticraftcore:rocket_t1:4, Tier 1 Rocket
galacticraftcore:oxygen_mask, 酸素マスク
galacticraftcore:oxygen_gear, 酸素ギア
galacticraftcore:oxygen_tank_light_full, 小型酸素タンク
galacticraftcore:oxygen_tank_med_full, 中型酸素タンク
galacticraftcore:oxygen_tank_heavy_full, 大型酸素タンク
galacticraftcore:infinite_oxygen, 無限の酸素タンク
galacticraftcore:sensor_lens, センサーレンズ
galacticraftcore:sensor_glasses, センサーゴーグル
galacticraftcore:standard_wrench, レンチ
galacticraftcore:steel_pickaxe, 鋼鉄のツルハシ
galacticraftcore:steel_axe, 鋼鉄の斧
galacticraftcore:steel_hoe, 鋼鉄のクワ
galacticraftcore:steel_shovel, 鋼鉄のシャベル
galacticraftcore:steel_sword, 鋼鉄の剣
galacticraftcore:steel_helmet, ヘビーデューティーのヘルメット
galacticraftcore:steel_chestplate, ヘビーデューティーのチェストプレート
galacticraftcore:steel_leggings, ヘビーデューティーのレギンス
galacticraftcore:steel_boots, ヘビーデューティーのブーツ
galacticraftcore:canister:0, Tin Canister
galacticraftcore:canister:1, Copper Canister
galacticraftcore:air_vent, 換気口
galacticraftcore:air_fan, 換気扇
galacticraftcore:oxygen_concentrator, 酸素濃縮機
galacticraftcore:engine:0, Tier 1 Rocket Engine
galacticraftcore:engine:1, Tier 1 Booster
galacticraftcore:heavy_plating, ヘビーデューティープレート
galacticraftcore:nose_cone, ノーズコーン
galacticraftcore:rocket_fins, ロケットフィン
galacticraftcore:steel_pole, 鋼の棒
galacticraftcore:canvas, キャンバス
galacticraftcore:oil_canister_partial:1001, Empty Canister
galacticraftcore:oil_canister_partial:1, Filled Oil Canister
galacticraftcore:fuel_canister_partial:1, Filled Fuel Canister
galacticraftcore:schematic:0, NASA Workbench Schematic
galacticraftcore:schematic:1, NASA Workbench Schematic
galacticraftcore:key:0, Tier 1 Dungeon Key
galacticraftcore:buggymat:0, Buggy Wheel
galacticraftcore:buggymat:1, Buggy Seat
galacticraftcore:buggymat:2, Buggy Storage Box
galacticraftcore:buggy, ムーンバギー
galacticraftcore:basic_item:0, Single Solar Module
galacticraftcore:basic_item:1, Full Solar Panel
galacticraftcore:basic_item:2, Raw Silicon
galacticraftcore:basic_item:3, Copper Ingot
galacticraftcore:basic_item:4, Tin Ingot
galacticraftcore:basic_item:5, Aluminum Ingot
galacticraftcore:basic_item:6, Compressed Copper
galacticraftcore:basic_item:7, Compressed Tin
galacticraftcore:basic_item:8, Compressed Aluminum
galacticraftcore:basic_item:9, Compressed Steel
galacticraftcore:basic_item:10, Compressed Bronze
galacticraftcore:basic_item:11, Compressed Iron
galacticraftcore:basic_item:12, Blue Solar Wafer
galacticraftcore:basic_item:13, Basic Wafer
galacticraftcore:basic_item:14, Advanced Wafer
galacticraftcore:basic_item:19, Frequency Module
galacticraftcore:basic_item:20, Ambient Thermal Controller
galacticraftcore:food:0, Can of Food
galacticraftcore:food:1, Can of Food
galacticraftcore:food:2, Can of Food
galacticraftcore:food:3, Can of Food
galacticraftcore:food:9, Canned Beef
galacticraftcore:food:4, Cheese Slice
galacticraftcore:food:5, Burger Bun
galacticraftcore:food:6, Ground Beef (Raw)
galacticraftcore:food:7, Beef Patty (Cooked)
galacticraftcore:food:8, Cheeseburger
galacticraftcore:battery, 再充電式バッテリー
galacticraftcore:infinite_battery, 無限の電池
galacticraftcore:meteor_chunk:0, Throwable Meteor Chunk
galacticraftcore:meteor_chunk:1, Throwable Meteor Chunk
galacticraftcore:cheese_curd, チーズカード
galacticraftcore:meteoric_iron_raw, 未製錬の流星鉄
galacticraftcore:item_basic_moon:0, Meteoric Iron Ingot
galacticraftcore:item_basic_moon:1, Compressed Meteoric Iron
galacticraftcore:item_basic_moon:2, Lunar Sapphire
galacticraftcore:flag, 旗
galacticraftcore:parachute:0, Parachute
galacticraftcore:parachute:1, Black Parachute
galacticraftcore:parachute:2, Light Blue Parachute
galacticraftcore:parachute:3, Lime Parachute
galacticraftcore:parachute:4, Brown Parachute
galacticraftcore:parachute:5, Blue Parachute
galacticraftcore:parachute:6, Gray Parachute
galacticraftcore:parachute:7, Green Parachute
galacticraftcore:parachute:8, Light Gray Parachute
galacticraftcore:parachute:9, Magenta Parachute
galacticraftcore:parachute:10, Orange Parachute
galacticraftcore:parachute:11, Pink Parachute
galacticraftcore:parachute:12, Purple Parachute
galacticraftcore:parachute:13, Red Parachute
galacticraftcore:parachute:14, Cyan Parachute
galacticraftcore:parachute:15, Yellow Parachute
galacticraftcore:prelaunch_checklist, 発射前チェックリスト
galacticraftcore:dungeonfinder, ダンジョン探知機
galacticraftcore:emergency_kit, 宇宙応急キット
galacticraftcore:ic2compat, item.ic2compat.name
galacticraftplanets:sludge, 有機汚泥
galacticraftplanets:bucket_sludge, 細菌まみれのスラッジ入りバケツ
galacticraftplanets:treasure_t2, レベル2 宝箱
galacticraftplanets:mars:0, Copper Ore
galacticraftplanets:mars:1, Tin Ore
galacticraftplanets:mars:2, Desh Ore
galacticraftplanets:mars:3, Iron Ore
galacticraftplanets:mars:4, Mars Cobblestone
galacticraftplanets:mars:5, Mars Fine Regolith
galacticraftplanets:mars:6, Mars Regolith
galacticraftplanets:mars:7, Mars Dungeon Brick
galacticraftplanets:mars:8, Block of Desh
galacticraftplanets:mars:9, Mars Stone
galacticraftplanets:cavern_vines, 洞窟のツタ
galacticraftplanets:slimeling_egg:0, Red Slimeling Egg
galacticraftplanets:slimeling_egg:1, Blue Slimeling Egg
galacticraftplanets:slimeling_egg:2, Yellow Slimeling Egg
galacticraftplanets:creeper_egg, クリーパーの卵
galacticraftplanets:mars_machine:0, Terraformer
galacticraftplanets:mars_machine:4, Cryogenic Chamber
galacticraftplanets:mars_machine:8, Launch Controller
galacticraftplanets:mars_machine_t2:0, Gas Liquefier
galacticraftplanets:mars_machine_t2:4, Methane Synthesizer
galacticraftplanets:mars_machine_t2:8, Water Electrolyzer
galacticraftplanets:boss_spawner_mars, tile.boss_spawner_mars.name
galacticraftplanets:mars_stairs_cobblestone, 火星の丸石階段
galacticraftplanets:mars_stairs_brick, 火星ダンジョンのレンガ階段
galacticraftplanets:carbon_fragments, 炭素の破片
galacticraftplanets:item_basic_mars:0, Unrefined Desh
galacticraftplanets:item_basic_mars:1, Desh Stick
galacticraftplanets:item_basic_mars:2, Desh Ingot
galacticraftplanets:item_basic_mars:3, Heavy-Duty Plate
galacticraftplanets:item_basic_mars:4, Slimeling Inventory Bag
galacticraftplanets:item_basic_mars:5, Compressed Desh
galacticraftplanets:item_basic_mars:6, Fluid Manipulator
galacticraftplanets:desh_pick, デッシュのツルハシ
galacticraftplanets:desh_pick_slime, 粘着デッシュのツルハシ
galacticraftplanets:desh_axe, デッシュの斧
galacticraftplanets:desh_hoe, デッシュのクワ
galacticraftplanets:desh_spade, デッシュのシャベル
galacticraftplanets:desh_sword, デッシュの剣
galacticraftplanets:desh_helmet, デッシュのヘルメット
galacticraftplanets:desh_chestplate, デッシュのチェストプレート
galacticraftplanets:desh_leggings, デッシュのレギンス
galacticraftplanets:desh_boots, デッシュのブーツ
galacticraftplanets:rocket_t2:0, Tier 2 Rocket
galacticraftplanets:rocket_t2:1, Tier 2 Rocket
galacticraftplanets:rocket_t2:2, Tier 2 Rocket
galacticraftplanets:rocket_t2:3, Tier 2 Rocket
galacticraftplanets:rocket_t2:4, Tier 2 Rocket
galacticraftplanets:rocket_t2:11, Cargo Rocket
galacticraftplanets:rocket_t2:12, Cargo Rocket
galacticraftplanets:rocket_t2:13, Cargo Rocket
galacticraftplanets:rocket_t2:14, Cargo Rocket
galacticraftplanets:key:0, Tier 2 Dungeon Key
galacticraftplanets:schematic:0, NASA Workbench Schematic
galacticraftplanets:schematic:1, NASA Workbench Schematic
galacticraftplanets:schematic:2, NASA Workbench Schematic
galacticraftplanets:asteroids_block:0, Asteroid Rock
galacticraftplanets:asteroids_block:1, Asteroid Rock
galacticraftplanets:asteroids_block:2, Asteroid Rock
galacticraftplanets:asteroids_block:3, Aluminum Ore
galacticraftplanets:asteroids_block:4, Ilmenite Ore
galacticraftplanets:asteroids_block:5, Iron Ore
galacticraftplanets:asteroids_block:6, Dark Decoration Block
galacticraftplanets:asteroids_block:7, Titanium Block
galacticraftplanets:walkway:0, Walkway
galacticraftplanets:walkway:1, Walkway
galacticraftplanets:walkway:2, Walkway
galacticraftplanets:beam_reflector, ビーム反射器
galacticraftplanets:beam_receiver, ビーム受信機
galacticraftplanets:telepad_short, 短距離テレポートパッド
galacticraftplanets:dense_ice, 高密度の氷
galacticraftplanets:miner_base, アストロマイナーベース
galacticraftplanets:grapple, グラップリングフック
galacticraftplanets:rocket_t3:0, Tier 3 Rocket
galacticraftplanets:rocket_t3:1, Tier 3 Rocket
galacticraftplanets:rocket_t3:2, Tier 3 Rocket
galacticraftplanets:rocket_t3:3, Tier 3 Rocket
galacticraftplanets:rocket_t3:4, Tier 3 Rocket
galacticraftplanets:astro_miner, アストロマイナー
galacticraftplanets:thermal_padding:0, Thermal Padding Helm
galacticraftplanets:thermal_padding:1, Thermal Padding Chestpiece
galacticraftplanets:thermal_padding:2, Thermal Padding Leggings
galacticraftplanets:thermal_padding:3, Thermal Padding Boots
galacticraftplanets:item_basic_asteroids:0, Titanium Ingot
galacticraftplanets:item_basic_asteroids:1, Heavy Rocket Engine
galacticraftplanets:item_basic_asteroids:2, Heavy Rocket Fins
galacticraftplanets:item_basic_asteroids:3, Iron Shard
galacticraftplanets:item_basic_asteroids:4, Titanium Shard
galacticraftplanets:item_basic_asteroids:5, Heavy-Duty Plate
galacticraftplanets:item_basic_asteroids:6, Compressed Titanium
galacticraftplanets:item_basic_asteroids:7, Thermal Cloth
galacticraftplanets:item_basic_asteroids:8, Beam Core
galacticraftplanets:item_basic_asteroids:9, Titanium Dust
galacticraftplanets:methane_canister_partial:1, Filled Methane Gas Canister
galacticraftplanets:canister_partial_lox:1, Filled Canister of Liquid Oxygen
galacticraftplanets:canister_partial_ln2:1, Filled Canister of Liquid Nitrogen
galacticraftplanets:atmospheric_valve, 大気弁
galacticraftplanets:heavy_nose_cone:0, Heavy Nose Cone
galacticraftplanets:orion_drive, オリオンドライブ
galacticraftplanets:titanium_helmet, チタンのヘルメット
galacticraftplanets:titanium_chestplate, チタンのチェストプレート
galacticraftplanets:titanium_leggings, チタンのレギンス
galacticraftplanets:titanium_boots, チタンのブーツ
galacticraftplanets:titanium_axe, チタンの斧
galacticraftplanets:titanium_pickaxe, チタンのツルハシ
galacticraftplanets:titanium_shovel, チタンのシャベル
galacticraftplanets:titanium_hoe, チタンのクワ
galacticraftplanets:titanium_sword, チタンの剣
galacticraftplanets:strange_seed:0, Strange Seed
galacticraftplanets:strange_seed:1, Strange Seed
galacticraftplanets:sulphuric_acid, 硫酸
galacticraftplanets:bucket_sulphuric_acid, 硫酸入りバケツ
galacticraftplanets:venus:0, Venus Soft Rock
galacticraftplanets:venus:1, Venus Hard Rock
galacticraftplanets:venus:2, Venus Volcanic Rock
galacticraftplanets:venus:3, Pumice
galacticraftplanets:venus:4, Venus Dungeon Brick I
galacticraftplanets:venus:5, Venus Dungeon Brick II
galacticraftplanets:venus:6, Aluminum Ore
galacticraftplanets:venus:7, Copper Ore
galacticraftplanets:venus:8, Galena Ore
galacticraftplanets:venus:9, Quartz Ore
galacticraftplanets:venus:10, Silicon Ore
galacticraftplanets:venus:11, Tin Ore
galacticraftplanets:venus:12, Lead Block
galacticraftplanets:venus:13, Solar Ore
galacticraftplanets:spout, 蒸気噴出口
galacticraftplanets:boss_spawner_venus, tile.boss_spawner_venus.name
galacticraftplanets:treasure_t3, レベル3 宝箱
galacticraftplanets:web_torch:0, Web String
galacticraftplanets:web_torch:1, Web String
galacticraftplanets:geothermal_generator, 地熱発電機
galacticraftplanets:crashed_probe, 墜落した宇宙探査機
galacticraftplanets:venus_rock_scorched, 焦げた金星の岩
galacticraftplanets:solar_array_module, ソーラーアレイモジュール
galacticraftplanets:solar_array_controller, ソーラーアレイコントローラ
galacticraftplanets:laser_turret, レーザータレット
galacticraftplanets:thermal_padding_t2:0, Isothermal Helm
galacticraftplanets:thermal_padding_t2:1, Isothermal Chestpiece
galacticraftplanets:thermal_padding_t2:2, Isothermal Leggings
galacticraftplanets:thermal_padding_t2:3, Isothermal Boots
galacticraftplanets:basic_item_venus:0, Shield Controller
galacticraftplanets:basic_item_venus:1, Lead Ingot
galacticraftplanets:basic_item_venus:2, Radioisotope Core
galacticraftplanets:basic_item_venus:3, Isothermal Fabric
galacticraftplanets:basic_item_venus:4, Solar Dust
galacticraftplanets:basic_item_venus:5, Solar Array Panel
galacticraftplanets:basic_item_venus:6, Solar Array Wafer
galacticraftplanets:volcanic_pickaxe, 火山のツルハシ
galacticraftplanets:key_t3:0, Tier 3 Dungeon Key
galacticraftplanets:atomic_battery, 原子力電池
galaxyspace:machineframes:0, Basic Machine Frame
galaxyspace:machineframes:1, Advanced Machine Frame
galaxyspace:machineframes:2, Modern Machine Frame
galaxyspace:fuel_generator, 燃料発電機
galaxyspace:gas_generator, Gas Generator
galaxyspace:wind_generator, 風力発電機
galaxyspace:solarwind_panel, 太陽風発電機
galaxyspace:adv_wind_generator, Advanced Wind Turbine
galaxyspace:modern_solarpanel, ハイブリッドソーラー発電機
galaxyspace:assembly_machine, 組み立て機
galaxyspace:universal_recycler, 汎用リサイクル装置
galaxyspace:rocket_assembler, ロケット組み立て機
galaxyspace:liquid_extractor, 液体抽出器
galaxyspace:liquid_separator, 液体分離器
galaxyspace:gas_collector, Gas Collector
galaxyspace:gas_burner, ガスバーナー
galaxyspace:hydroponic_base, 水耕栽培ベース
galaxyspace:hydroponic_farm, 水耕栽培ブロック
galaxyspace:radiation_stabiliser, 磁場生成機
galaxyspace:modification_table, 改造作業台
galaxyspace:oxygen_storage_module_1, Oxygen Storage Cluster
galaxyspace:adv_circuit_fabricator, 高性能 回路製作機
galaxyspace:panel_controller, ミニパネルコントローラ
galaxyspace:modern_storage_module, 最新型エネルギー蓄積クラスター
galaxyspace:planet_shield, プラネタシールド
galaxyspace:gravitation_module, 重力モジュール
galaxyspace:energy_pad, Energy Pad
galaxyspace:single_solarpanel, ミニソーラーパネル
galaxyspace:modern_single_solarpanel, 最新型ミニソーラーパネル
galaxyspace:advanced_landing_pad, 強化発射台
galaxyspace:dungeon_blocks:0, Ceres Dungeon Brick
galaxyspace:dungeon_blocks:1, Io Dungeon Brick
galaxyspace:treasure_t4, レベル4 宝箱
galaxyspace:treasure_t5, Treasure Chest Tier 5
galaxyspace:dry_leaves, Dead Leaves
galaxyspace:futureglass_none, 未来ガラス
galaxyspace:futureglass:0, Black Futuristic Glass
galaxyspace:futureglass:1, Red Futuristic Glass
galaxyspace:futureglass:2, Green Futuristic Glass
galaxyspace:futureglass:3, Brown Futuristic Glass
galaxyspace:futureglass:4, Blue Futuristic Glass
galaxyspace:futureglass:5, Purple Futuristic Glass
galaxyspace:futureglass:6, Cyan Futuristic Glass
galaxyspace:futureglass:7, Light Gray Futuristic Glass
galaxyspace:futureglass:8, Gray Futuristic Glass
galaxyspace:futureglass:9, Pink Futuristic Glass
galaxyspace:futureglass:10, Lime Futuristic Glass
galaxyspace:futureglass:11, Yellow Futuristic Glass
galaxyspace:futureglass:12, Light Blue Futuristic Glass
galaxyspace:futureglass:13, Magneta Futuristic Glass
galaxyspace:futureglass:14, Orange Futuristic Glass
galaxyspace:futureglass:15, White Futuristic Glass
galaxyspace:gsores:0, Cobalt Ore
galaxyspace:gsores:1, Nickel Ore
galaxyspace:gsores:2, Uranium Ore
galaxyspace:decoblocks:0, Cobalt Decoration Block
galaxyspace:decoblocks:1, Magnesium Decoration Block
galaxyspace:decoblocks:2, Nickel Decoration Block
galaxyspace:decoblocks:3, Copper Decoration Block
galaxyspace:decoblocks:4, Cobalt Decoration Block
galaxyspace:decoblocks:5, Magnesium Decoration Block
galaxyspace:decoblocks:6, Nickel Decoration Block
galaxyspace:decoblocks:7, Copper Decoration Block
galaxyspace:decoblocks:8, Cobalt Block
galaxyspace:decoblocks:9, Nickel Block
galaxyspace:decoblocks:10, Magnesium Block
galaxyspace:surface_ice:0, Oxygen Ice
galaxyspace:surface_ice:1, Nitrogen Ice
galaxyspace:surface_ice:2, Methane Ice
galaxyspace:surface_ice:3, Hydrogen Ice
galaxyspace:surface_ice:4, Dry Ice
galaxyspace:mercuryblocks:0, Mercury Surface Rock
galaxyspace:mercuryblocks:1, Mercury Subsurface Rock
galaxyspace:mercuryblocks:2, Mercury Stone
galaxyspace:mercuryblocks:3, Nickel Ore
galaxyspace:mercuryblocks:4, Iron Ore
galaxyspace:mercuryblocks:5, Magnesium Ore
galaxyspace:marsores:0, Diamond Ore
galaxyspace:marsores:1, Gold Ore
galaxyspace:marsores:2, Coal Ore
galaxyspace:marsores:3, Redstone Ore
galaxyspace:marsores:4, Silicon Ore
galaxyspace:marsores:5, Aluminum Ore
galaxyspace:ceresblocks:0, Ceres Surface Rock
galaxyspace:ceresblocks:1, Ceres Subsurface Rock
galaxyspace:ceresblocks:2, Dolomite Ore
galaxyspace:ceresblocks:3, Meteoric Iron Ore
galaxyspace:ceresblocks:4, Ceres Dungeon Top
galaxyspace:ceresblocks:5, Ceres Dungeon Floor
galaxyspace:plutoblocks:0, Pluto Surface Rock
galaxyspace:plutoblocks:1, Pluto Surface Rock
galaxyspace:plutoblocks:2, Pluto Surface Rock
galaxyspace:plutoblocks:3, Pluto Surface Rock
galaxyspace:plutoblocks:4, Pluto Surface Rock
galaxyspace:plutoblocks:5, Pluto Stone
galaxyspace:haumeablocks:0, Haumea Surface Rock
galaxyspace:haumeablocks:1, Haumea Stone
galaxyspace:haumeablocks:2, Haumea Cobblestone
galaxyspace:haumeablocks:3, Aluminum Ore
galaxyspace:phobosblocks:0, Phobos Regolite
galaxyspace:phobosblocks:1, Phobos Stone
galaxyspace:phobosblocks:2, Iron Ore
galaxyspace:phobosblocks:3, Meteoric Iron Ore
galaxyspace:phobosblocks:4, Nickel Ore
galaxyspace:phobosblocks:5, Desh Ore
galaxyspace:ioblocks:0, Io Surface Rock
galaxyspace:ioblocks:1, Io Stone
galaxyspace:ioblocks:2, Io Ash
galaxyspace:ioblocks:3, Copper Ore
galaxyspace:ioblocks:4, Sulfur Ore
galaxyspace:ioblocks:5, Volcanic Ore
galaxyspace:ioblocks:6, Io Lava Geyser
galaxyspace:ioblocks:7, Io Sulfur Geyser
galaxyspace:ioblocks:8, Io Dungeon Top
galaxyspace:ioblocks:9, Io Dungeon Floor
galaxyspace:ioblocks:10, Io Dungeon Bricks
galaxyspace:europablocks:0, Europa Surface Ice
galaxyspace:europablocks:1, Europa Stone
galaxyspace:europablocks:2, Brown Europa Ice
galaxyspace:europablocks:3, Emerald Ore
